	0
S4ADL6A	0.14811205456050253
S4ADL5A	0.14791165113917706
H4INPOV	0.1471205909716967
S4WALK1A	0.1468854036983503
H4INPOVA	0.146878412160691
S4HIGOV	0.1465054994415305
R4LIV85P	0.14608145889319862
R4PSYCHQ	0.14586639456128106
S4IADL5A	0.14532661357241147
S4HLTC5	0.14383443846411262
S4LBRFH	0.1432206267391709
S4LBRF	0.1427826374808058
R4LUNGQ	0.14121737918368943
S4CHAIRA	0.14109097499903908
S4MAP	0.140853909672878
S4GOVMD	0.13951518183152747
S4HLTC3	0.1394785174211361
R4ISDI	0.13898439622604983
R4BATHH	0.13836612898241485
R4CESDM	0.13789176380807552
S4AHDSMP	0.13774046815952032
S4SHOPA	0.13769028504004213
R4MONEY	0.13743172002686585
R4PROXY	0.1359330275747364
R4PHONE	0.13589880191775525
S4GOING	0.13512692247047442
S4ARMSA	0.13484335288257415
S4IADL5H	0.13480261232224652
S4GOVMR	0.1347972465389674
S4FINEA	0.13418392221701475
R4SIT	0.1332121167005079
R4SPCFAC	0.1323551459670957
S4DEPRES	0.13159941876786382
S4WGFHR	0.13129894450515425
R4HLPHRST	0.1311936353322276
R4PHONEH	0.13097461425679904
R4STROKQ	0.13094395469105558
S4WGFWK	0.13071296054569626
S4JLOCCA	0.1291138295919947
R4NRSHOM	0.12772179840449505
S4ARTHRE	0.12652438445495057
S4CLIMS	0.12600314534146326
R4HLPHRSF	0.12496418671837804
R4MCURLN	0.12313585976093946
S4BATHA	0.12277436784973517
S4INHPTN	0.12271315531489485
S4DRESSA	0.12238780437289248
R4CONDEF	0.12192495014040985
S4HLPRTN	0.12186461251733827
R4PNHM5Y	0.12163344153079074
R4HLPRPN	0.1213792094475158
H4AFHOUS	0.12105537106295501
S4SSDEN	0.12077500452979077
R4INHPPN	0.12075485879010103
S4MAPA	0.12064174546785053
S4BATH	0.12050522032535546
S4MCURLN	0.12035353665225787
S4PRCHMEM	0.12017572887375412
S4SAYRET	0.12005344539586493
S4HLPRFN	0.12005073003678933
S4MEALSA	0.12000939807542282
S4NHMMVY	0.11947644926457518
S4ARTHRQ	0.1191434669766557
R4CANCRE	0.11830465332790618
R4CANCR	0.11816919300404173
R4MEALSH	0.11790721999597913
S4INHPFN	0.11736286745503094
H4AFOTHR	0.11714403319294865
H4AFTRAN	0.1169940424944991
R4HLPHRSU	0.1150346120252383
S4FLONE	0.11447303959617176
S4CLIM1	0.11346135971566522
S4RACEM	0.11331845666016768
S4MONEYA	0.11281449701719411
S4INHPUN	0.1126704589449931
R4HLPDYSP	0.11253645768117035
S4HLPRUN	0.11092807264142082
S4DRESS	0.1106923250502318
S4BEDA	0.11068715123906428
S4HALUC	0.11054733386440174
R4STROKS	0.10991145779024424
R4STATUS	0.10893277185728817
H4AFCHCK	0.108793611158865
S4WALKS	0.10875021193641837
R4CANCRQ	0.1082171692760754
S4CHAIR	0.1078621748666861
S4WALKRA	0.10749074183378482
S4HLPDYST	0.10718923222858481
S4SITA	0.10712861922943522
S4FSAD	0.10597821846092503
R4BMI	0.10592524955672734
R4MLEN	0.105699352602672
S4MLEN	0.10521916454640119
S4STOOP	0.10513086399866425
S4HISPAN	0.10447469089246436
R4HEARTS	0.10444262965397465
S4PSYCHQ	0.10399978964691645
S4ARTHR	0.10395385152883593
S4DIABQ	0.10387222830721601
R4LIV8XC	0.10233789300744035
S4HLPDYSF	0.10089037948201153
S4HIBPQ	0.10062772728851492
S4WALKRE	0.10060341190355171
S4ADL5H	0.10054638250554152
S4TOILTA	0.10037757385537258
S4SLEEPR	0.0994371915012943
H4AFRLES	0.09928786602261624
R4FLUSHT	0.09891507559489143
R4CHOLST	0.09882942016468325
R4ISRET	0.0984431479358772
S4BED	0.09775391245996837
R4MEALS	0.09761313725072009
S4ADL6H	0.09744972872717136
R4CONDSF	0.09687515642371458
S4PHONEA	0.09669691155573872
R4HLPRNFN	0.0954453995993644
R4CANCRS	0.0952106397470759
S4NHMDAY	0.09520871504664943
S4HLPDYSU	0.09494073101552776
R4INHPNFN	0.09446607118281394
R4OOPMDF	0.09444469041343828
R4DCMODE2	0.09404555678382409
H4AFBSNS	0.09372670405828572
S4WALK1	0.09268278024280911
R4LUNGS	0.09240967520448327
H4NHMLIV	0.09227530464090967
R4JYEARM	0.09225330835574015
S4DIMEA	0.0917489540776553
S4STROKQ	0.0914691891976929
R4NHMLIV	0.09124517367772149
R4WANDER	0.09104414146345823
S4JLMIS	0.0905282472334729
H4AFHOUB	0.08940142752052893
R4HLPDYSNF	0.08928935553692915
S4MEDSA	0.08874740025834664
S4LUNGQ	0.08868691741757262
R4JLTENF	0.08794209311022441
S4ARMS	0.08752683647627786
S4HIBPE	0.08636926301104915
S4PSYCHE	0.08619815927378208
S4JYEARM	0.08580380506090364
R4SHOPH	0.08572925649586423
R4RETEMP	0.08540890773203488
R4FSER7	0.08528275116679798
R4MEDS	0.08512851313217995
S4WALKR	0.08509996317502647
R4PSYCHS	0.08489231519987091
S4PUSH	0.084469528147354
S4LIFT	0.08426687796036977
R4DCBENE2	0.08371338783817402
R4DOCTOR	0.0836022214132208
R4PSYCHF	0.0833288068546936
H4HHIDC	0.08318905863741076
H4HHID	0.08318905863741076
Unnamed: 0	0.08314523941919116
R4JCOCCA	0.08294626803568118
S4CANCRQ	0.08258399420465504
S4EVBRN	0.0825131014925845
R4JLMIS	0.08238022055332371
S4HHIDPN	0.08231523814688763
R4DCMODE3	0.08223919396586149
S4STROKE	0.08116481239609498
S4SSAPL	0.08112157468096354
S4DIABE	0.08099976851122272
R4NRSNIT	0.08026944923845335
S4HSPTIM	0.07978834430917699
S4BACK	0.07926511511987602
S4HOMCAR	0.07851293635952748
S4TOILT	0.0780014420862569
S4HEARTE	0.07790568304359724
R4RISK6	0.07784477607361666
H4AFBOND	0.07783111049388698
R4ISSI	0.07718567442892085
R4FDLRC	0.07593717274529281
S4JLTENF	0.07576107611378143
S4HOSP	0.07563545704473212
S4HEARTQ	0.0749866301742794
S4INHPPN	0.07365548344190188
S4EATA	0.0736549080332901
R4NHMMVM	0.07359878618462341
S4LUNGE	0.07281797182805552
S4HLPRPN	0.07278214099539834
S4SHOPH	0.07254501521502574
R4LUNGF	0.07251272467901436
S4BPLACE	0.07231003194390687
R4HLPHRSP	0.07213040041912737
R4IFSRET	0.07210899519608911
S4NHMMVM	0.07146091223068152
S4PSYCH	0.07125523282891494
R4MLENM	0.07089003039084356
S4RISK6	0.07068570802293447
S4DRUGS	0.07035973093791201
S4STROK	0.06987579813626014
H4ISSI	0.06985030626764191
S4HLPDYSP	0.06867400891217064
S4DSTAT	0.06774387609981672
S4EAT	0.06741408073317373
H4CHILD	0.06723425876115932
S4DIAB	0.0672100520225802
R4WEIGHT	0.06705021448625934
S4FLUSHT	0.06690476612505698
S4WORKLM	0.06688462089632714
R4SMOKEV	0.06684282041873015
S4PHONE	0.0664141852941887
S4HLPHRST	0.06583131705938997
R4NRSTIM	0.06579596677391546
S4HEART	0.06562746597731431
S4MLENM	0.06551095200323812
S4ISRET	0.0653036330271138
S4FSER7	0.06520693326442793
S4SIT	0.06517024606515345
R4PRPRM2	0.06462904501806241
S4NRSHOM	0.0641108930900844
R4PTYP3	0.06399613652797216
R4DIABS	0.06391487573307551
S4IFSRET	0.06385285063655262
S4HLPHRSF	0.06287328676945748
S4LOST	0.06274186336016456
S4BEDE	0.06196940194347066
R4SMOKEN	0.061353814017809816
S4LIVSIB	0.06134077917413228
R4RISK	0.05990773741889955
S4LUNG	0.05982176686386477
S4HIBP	0.059627186660640194
S4TOTMBI	0.059051107734472634
H4AFCD	0.05871552878157066
R4MEND	0.05823519934611554
S4TOTMBF	0.058229805334333536
S4SMOKEN	0.057827237653585044
S4INHPNFN	0.0571485563144024
R4FBWC86	0.056950303190129
S4LIVSIS	0.056926803038056605
S4CONDSF	0.05689344089609827
S4PSTMEM	0.05670396549384029
S4RISK	0.056057903200707575
S4HLPRNFN	0.05587712778106827
S4MEND	0.05546736826502274
R4IFSSDI	0.05536171264670817
S4MEMRYE	0.05520371288442212
S4MEMRY	0.05517051208876474
S4CONDS	0.052813031882568445
S4NHMLIV	0.052550706064013776
S4HLPHRSU	0.0523749512650886
H4AFMRTB	0.05213870591239319
S4CONDEF	0.05213232920687593
R4INHPE	0.051988394924030554
R4JSIGHT	0.05131616040101787
R4OUTPT	0.051300035592309265
S4DIME	0.05082324722005918
S4LBRFY	0.05070636472238361
R4SSRECY	0.05063405442299304
R4LIVSIB	0.050192619862073955
R4LIVSIS	0.049136191419189915
S4HLPDYSNF	0.048679183952583444
S4SHOP	0.04813673420329392
R4HEARTF	0.04789792307311415
S4SSDI	0.04736460950866256
S4BMI	0.04712760123870017
R4STROKF	0.04697873800823043
R4FIMRC	0.046271423440201104
S4HLPHRSP	0.046164916683561354
S4DOCTIM	0.04589056179103755
S4SSAPP	0.045450885692778775
S4MONEY	0.04544702336832967
S4BATHH	0.04526608428392003
R4HLPHRSNF	0.04520741686969014
R4FBWC20	0.04516427086054032
S4RETEMP	0.04491568107342787
S4MEDS	0.04437423708680985
R4UNEMP	0.043389588684894904
S4HSPNIT	0.04305299017105678
S4DAGE_M	0.042654116311937454
S4DAGE_Y	0.04249351339276229
R4MSTAT	0.04225214923066915
S4NRSNIT	0.042060660262423104
S4MSTAT	0.0416131119759177
R4DCMODE1	0.041531503636718266
H4HHRES	0.04122366800027775
R4PROST	0.04094854997226447
S4SSRECY	0.040737520532214355
S4DCPCT1	0.04073080701689989
S4GENDER	0.04022787808033514
S4RETDTWV	0.040066593960571495
S4PNHM5Y	0.03999511870791385
S4CESDM	0.03935992237394877
S4OOPMDF	0.038998412094723225
S4PROXY	0.03879016321538148
S4PSYCHF	0.03873974461268402
S4SHLTC	0.03866995004479835
S4LUNGF	0.038504592922055096
S4CANCR	0.03846673376022319
S4IFSSDI	0.037957288589814425
R4PENIC2	0.03781980602539011
S4LIVBRO	0.03754306127564494
R4HLPPDTA	0.03748324359197525
S4OOPMD	0.037474823378455965
S4FDLRC	0.03724234498431204
S4FAMR	0.0359279622306441
R4LBRFY	0.03590916173238658
R4HLPPDFA	0.0350628993283415
R4ARTHRS	0.034770433745260884
H4POVFAM	0.03425262832269082
S4STROKS	0.03366880894650377
S4DCMODE1	0.03346603364252911
S4MEALS	0.03281466676874169
S4FBWC86	0.032672691175485026
S4JMISS	0.03258525870192865
S4SPCFAC	0.032098152217256676
H4PVFAMA	0.03151174591966065
R4RETDTWV	0.03133073466451943
S4ISSDI	0.031205190769392016
S4STROKF	0.031041472050523693
R4IFGXFR	0.03063276215758942
R4HIBPS	0.030362762692466908
S4HEARTF	0.02997791510084479
R4PENINC	0.029963107573250873
S4FBWC20	0.029811935652851177
R4MSTATH	0.029532398792040424
R4JJOBS	0.02890306975140508
S4JJOBS	0.028844231292887254
R4MRCT	0.028740842869416576
S4NRSTIM	0.028665079580350725
S4MSTATH	0.027773119239536674
S4INHPE	0.02771222202173757
S4FIMRC	0.02581039377035221
R4TOTMBF	0.025713707380023557
S4OAHDID	0.025591613159740133
R4JHOUR2	0.025025483990411403
R4LIVBRO	0.024946760503386286
S4HIBPS	0.024388801970430994
S4ISSI	0.023807135231439458
S4CANCRE	0.022608427837714995
R4JMISS	0.022575836270942135
R4IWCMP	0.022085654335973034
S4HLPPDTA	0.021971048581912934
S4HLPHRSNF	0.02186477531959871
S4LUNGS	0.021834307757347047
S4FINR	0.021822171694065053
S4ISDI	0.02176238730639461
S4CANCRF	0.021605705200737114
S4STATUS	0.021526828141088646
S4PSYCHS	0.02142857764869876
S4ARTHRS	0.020720329150504577
S4IFGXFR	0.02069878715071837
S4PHONEH	0.020304618017058757
R4MPART	0.020103060591725067
S4HLPPDNFA	0.019775720393399445
S4CANCRS	0.01932297245241621
S4MPART	0.019068186608930723
S4SSSTP	0.018109973872189603
S4CENDIV	0.01807324246983657
S4SHLTCF	0.01799685728517379
R4MSTATF	0.017964176909070043
S4CONDSP	0.017962623556238354
H4POVTHR	0.017679041233339726
S4JSIGHT	0.01752107828440418
R4FSLFME	0.01711684507773681
R4MWID	0.017039486151292735
S4HLPPDFA	0.017019536173802113
S4LIV75C	0.01686043772043973
R4IFUNEM	0.016726607800293645
S4MNEV	0.016532304729505495
S4JLASTM	0.016510426892610845
S4JWEEKS	0.016292479114321506
R4HIOTHP	0.0162728977588849
S4HIOTHP	0.016104090073528678
S4OHRSID	0.015938360162415892
S4WANDER	0.015771551512007213
R4SSRECM	0.015625099213254882
R4CANCRF	0.015403769443844568
S4HEARTS	0.01532992088189294
R4CENDIV	0.01495347240492283
S4ALONE	0.014913470889081267
R4IWMIDF	0.014587447334199434
H4PVTHRA	0.01426519503423402
R4EATH	0.013984285699647547
S4LIV85C	0.013643005822689711
R4MNEV	0.013585325587628387
R4HLPPDNFA	0.013418627730045865
S4MEDSH	0.01301842085888192
R4FPSTME	0.012969310774302962
S4HLPPDTN	0.012683742800872267
S4PSYCHEF	0.012363936062160144
R4COVRT	0.01227359891240894
R4HERTR1	0.01227359891240894
R4HERET	0.01227359891240894
S4DRESSH	0.012202571070863645
S4MWID	0.012177725607750822
S4BFLAG	0.012023402596542047
H4ANYFAM	0.011961436558379022
R4IFPEN	0.011946577794664024
R4HIBPF	0.011615387027168963
R4CONDSP	0.011542796426716356
R4SHLTCF	0.011508150236145386
S4MEMRYEF	0.011456641002384348
S4CENREG	0.011391822776121975
R4IUNWC	0.009890132795487887
R4IFPENA	0.00969621723554672
S4IWMIDF	0.008658944270345607
R4CENREG	0.008236190774558783
R4BREAST	0.008187443665377592
H4HHRESP	0.008047162868158148
S4HEARTEF	0.007501378795510229
S4JSTRES	0.0073281568702153995
R4PTYP2	0.006965245247588424
S4DIABS	0.006936437727361361
S4IANN	0.006929775499264446
S4BEDH	0.00683157629391171
R4PENI_N	0.00677792827267971
R4DIABF	0.005916667606034727
R4LIV75F	0.005826875929364424
R4JCPENF	0.004706741608405732
R4UNION	0.0044064221987949286
S4IFUNWC	0.0035201738470578142
S4MRCT	0.0034907936154691867
S4PENINC	0.0029647939748332188
S4MSTATF	0.002516206947273283
R4SSDEN	0.0021343756944226
S4HIBPF	0.0018554595971852844
S4IWENDY	0.0015715335401533853
S4DIABF	0.0014760244747763739
S4LUNGEF	0.0012896161824385965
R4LIV85F	0.0011350766091569424
S4UNEMP	0.0008909688610218962
S4BREAST	0.0008487974117157957
S4HIBPEF	0.0008266530375228608
R4IFUNWC	0.0007694558429429131
S4FPSTME	0.0003504448269280444
R4LIV75C	0.00023662291739856038
R4MDIV	7.108056945228858e-05
R4WORK62F	-0.00028143876889847507
R4GOVVA	-0.00036648390746835504
S4IFWCMP	-0.0003692869246816653
S4IFPEN	-0.00039605173578173146
S4IFANN	-0.0006249198698109292
S4LIV75F	-0.0007891597685750427
R4IGXFR	-0.0008153297291454239
S4IFPENA	-0.0009078981088541459
R4JLASTM	-0.0009204656253712876
R4SSSTPY	-0.0009581621403561291
S4DIABEF	-0.0010102237643386462
S4DMONTH	-0.00106619780706247
R4LIV85C	-0.00107298778611347
S4SSAPPM	-0.0010790154406170908
S4LIV85F	-0.0011273491170177374
H4ANYFIN	-0.0014533236159139002
S4STROKEF	-0.001987089598528516
S4JWEEK2	-0.0021069937668001222
R4DCBAL2	-0.0029392199928251457
S4JOG	-0.003023010055160576
S4ARTHREF	-0.0036950054957013575
S4FSLFME	-0.0037170116520170355
R4IFANN	-0.0038976278214306044
R4IWENDY	-0.0042085482026417344
R4SSREC	-0.004246434621386218
S4IUNEM	-0.004493599216461389
S4SMOKEV	-0.004592517171176417
S4HLPPDFN	-0.00510988259790054
R4FSIZE	-0.005443094762291036
S4MONEYH	-0.00581270644314989
R4JWEEKS	-0.005851307130261556
R4IANN	-0.00621915378561788
S4IWCMP	-0.006710657837256892
S4WORK62F	-0.006894085752531626
S4JCTEN	-0.007190087804244189
S4JLTEN	-0.0077214937413196795
S4WALKRH	-0.007735578250973329
S4CANCREF	-0.007889096210285163
H4ADEBT	-0.007914428419241568
S4PTYP2	-0.00792727976718053
S4IUNWC	-0.007996255362571605
S4TOILTH	-0.008047847293507465
S4DOCTOR	-0.008604391362174038
S4BMONTH	-0.0089591629983291
R4JLTEN	-0.00938380666236643
S4IFUNEM	-0.009443542531493637
S4SSRECM	-0.00963229194008074
S4DW	-0.009984261187299174
S4PRSRC1	-0.010869232573334333
S4HERET	-0.011457181600463636
S4HERTS1	-0.011457181600463636
S4COVRT	-0.011457181600463636
S4UNION	-0.011807663004251494
S4RELIG	-0.012029202849594446
S4ARTHRF	-0.012129928385854692
S4HLPPDNFN	-0.01215401486684283
S4BPLACF	-0.012384616725655615
S4DTIMTDTH	-0.012713552851850959
H4IFOTHR	-0.012887319124156128
H4AFDEBT	-0.013130733133972993
R4SLFEMP	-0.013688316965969623
R4DCPCT1	-0.013731979741590784
S4SAMEJOB	-0.01379728709837598
S4IGXFR	-0.01523300384840826
S4IWSTAT	-0.01544198879584725
R4PENIC1	-0.015712675954565863
R4IUNEM	-0.015788456489193848
S4CLAIMED	-0.015824972329326288
H4AFHMLN	-0.016072121336361933
S4JCPENF	-0.016129685532538525
S4PTYP1	-0.016461582020954404
R4JCTEN	-0.017245549259998983
S4WEIGHT	-0.01749671055745599
S4GOVVA	-0.017672511817337134
R4PRPRM1	-0.018249040274367093
R4JSTRES	-0.018280445239961775
R4IFWCMP	-0.018370303548340777
R4PRSRC1	-0.019120779922121883
S4OUTPT	-0.01931570036995917
R4PTYP1	-0.01960708614125715
S4DADAGE	-0.020155089420802498
S4PRPRM1	-0.02023854012693035
R4MRPREM	-0.020891164148726906
S4LTCPRM	-0.02158303556849601
H4ACD	-0.021705886089740837
H4PICKHH	-0.021891576627421763
R4FINR	-0.022576321332723387
S4CHOLST	-0.022609752729608718
S4RETMON	-0.022991251039710094
H4ABSNS	-0.023371815231664757
H4ACHCK	-0.023653696139171173
S4DSRC	-0.024004120084513882
R4WGIWK	-0.024200304841695677
H4IFTOT	-0.02434756786107209
S4SAMEMP	-0.024737741405266783
R4WGIHR	-0.02507216889187202
R4SSAPPM	-0.02514982704503333
R4RETMON	-0.025332447551069674
S4PENI_N	-0.02559702136282695
S4SCIS	-0.025810355479301432
S4FSIZE	-0.02620534418314635
S4MO	-0.026687635600446145
S4MRPREM	-0.026956617939100275
S4MDIV	-0.02709498823599093
R4SAMEMP	-0.027158179986175757
S4WGIHR	-0.027525737197003186
S4WORK62	-0.027562931101188744
S4WGIWK	-0.028292169368493474
S4PROST	-0.029023330257564674
S4JCOCCA	-0.02921274912134721
S4EATH	-0.030021203777524035
H4IOTHR	-0.030211057930913797
S4JHOURS	-0.03027748424209263
S4PTYP3	-0.030408057986707725
R4HLPPDTN	-0.030768299108478288
R4LTCPRM	-0.03151781179129398
R4JWEEK2	-0.032865013741792265
R4FAMR	-0.03299887907159485
R4SSSTPM	-0.03423054189481522
R4HEIGHT	-0.03423675132614715
R4IPENA	-0.034333682799725096
R4IPEN	-0.034691200189360574
H4ABOND	-0.036156466927358494
R4SCIS	-0.03619909879607259
S4IFSDI	-0.036199521694007565
S4HECOV1	-0.036476186353400414
R4DADAGE	-0.03649438740589251
R4SAMEJOB	-0.037247406414804646
R4ARTHRF	-0.037595640927881806
S4JHOUR2	-0.0380585176701979
S4WORK65	-0.038073326838400846
R4RPLNYR	-0.038236160975893975
S4PRPRM2	-0.0385685384083824
R4DCBAL1	-0.039094358049418985
R4JLASTY	-0.039417080839979704
S4TYLTC	-0.0397046138821325
S4PENIC2	-0.04037190026184756
S4RPLNYA	-0.04250599915498023
S4DY	-0.042578289902545745
S4DCBAL2	-0.04264536850996231
S4BWC20	-0.04264744384376742
S4IPENA	-0.042998099675969154
S4HILTC	-0.04338087893417464
S4MEALSH	-0.04455845199837947
H4AFMORT	-0.04460673173106088
R4IWEND	-0.04531386883604043
S4MOMAGE	-0.04561809418895203
S4IWEND	-0.045811459052867265
S4FVP	-0.04588582730480855
S4FPRES	-0.04588582730480855
S4IWBEG	-0.045930998773484576
S4IWMID	-0.04594330820930492
S4FCACT	-0.04603979244119884
S4FSCIS	-0.04605241716659756
S4FDY	-0.04605750336794963
S4FDW	-0.04611553605975299
S4FVOCAB	-0.04613071956997246
S4FSIZEF	-0.046162612903601206
S4FYR	-0.04617357206379377
S4ANS3PQ	-0.04618969018717196
S4FMO	-0.04619374999320778
S4WORK65F	-0.046261884702792896
R4CLAIMED	-0.046346441761163225
R4FVOCAB	-0.046438259349908834
R4IWMID	-0.04662117820889327
R4FMO	-0.046825365066126064
R4FCACT	-0.04701709711095625
R4FYR	-0.04702313650980321
R4FSCIS	-0.047100992802239824
R4FDY	-0.04712200955337137
R4FPRES	-0.047139928572554196
R4FVP	-0.047139928572554196
S4YR	-0.047154502836968856
R4FDW	-0.047175921802267644
S4HRSAMP	-0.047551994666832555
S4IPEN	-0.047736047337849155
R4IWBEG	-0.047749259092183576
R4IWENDM	-0.04837308966662103
R4MAMMOG	-0.04991354916737094
S4JCPEN	-0.050438381981494786
H4AHMLN	-0.05088571520155398
R4JHOURS	-0.05169699824290144
S4NOTICS	-0.052082594571678784
H4AOTHR	-0.05386424641622471
S4IWENDM	-0.05438022640819592
S4DCBENE1	-0.05461303083624679
S4PENIC1	-0.05485574838531507
S4IFEARN	-0.055845149166104134
H4AMRTB	-0.05614538512254961
R4ALONE	-0.05743506804580695
R4DCBENE1	-0.05753223542524063
